Year,Month,Day,Achnanthes species,Actinoptychus senarius,Actinoptychus species,Actinoptychus splendens,Amphora species,Asterionellopsis glacialis,Asterionellopsis kariana,Asterolampra marylandica,Asteromphalus heptactis,Asteromphalus hookeri,Asteromphalus species,Aulacodiscus species,Aulacoscira granulata,Bacteriastrum delicatulum,Bacteriastrum elongatum,Bacteriastrum furcatum,Bacteriastrum solitarium,Bacteriastrum species,Biddulphia biddulphiana,Biddulphia sp. 1,Biddulphia sp. 2,Biddulphia species,Cerataulina pelagica,Cerataulina species,Cerataulus species,Chaetoceros aequatorialis,Chaetoceros affinis,Chaetoceros atlanticus,Chaetoceros borealis,Chaetoceros cinctus,Chaetoceros compressus,Chaetoceros concavicornis,Chaetoceros constrictus,Chaetoceros contortus,Chaetoceros convolutus,Chaetoceros costatus,Chaetoceros criophilus,Chaetoceros curvisetus,Chaetoceros danicus,Chaetoceros debilis,Chaetoceros decipiens,Chaetoceros densus,Chaetoceros diadema,Chaetoceros didymus,Chaetoceros difficilis,Chaetoceros eibenii,Chaetoceros furcellatus,Chaetoceros gracilis,Chaetoceros holsaticus,Chaetoceros laciniosus,Chaetoceros lorenzianus,Chaetoceros messanensis,Chaetoceros pelagicus,Chaetoceros peruvianus,Chaetoceros pseudocrinitus,Chaetoceros radicans,Chaetoceros similis,Chaetoceros simplex,Chaetoceros socialis,Chaetoceros sp. 1,Chaetoceros species,Chaetoceros teres ,Chaetoceros vanheurckii,Climacosphenia elongata,Climacosphenia species,Cocconeis costata,Cocconeis scutellum,Cocconeis species,Corethron criophilum,Coscinodiscus centralis,Coscinodiscus granii,Coscinodiscus radiatus,Coscinodiscus sp. 1,Coscinodiscus species,Cylindrotheca closterium,Dactyliosolen antarcticus,Dactyliosolen fragilissimus,Dactyliosolen species,Dactyliosolen tenuijunctus,Detonula pumila,Ditylum brightwellii,Ditylum species,Eucampia zodiacus,Eunotia species,Eupodiscus sp. 1,Fragilaria islandica,Fragilaria species,Fragilaria striatula,Fragilariopsis doliolus,Grammatophora marina,Grammatophora species,Guinardia delicatula,Guinardia flaccida,Guinardia striata,Helicotheca tamesis,Hemiaulus hauckii,Hemiaulus sinensis ,Hemiaulus sp. 1,Hemiaulus species,Isthmia nervosa,Isthmia species,Lauderia annulata,Leptocylindrus danicus,Leptocylindrus mediterraneus,Leptocylindrus minimus,Licmophora abbreviata,Licmophora species,Lithodesmium undulatum,Melosira arctica,Melosira dubia,Melosira species,Meuniera membranacea,Navicula species,Neocalyptrella robusta,Nitzschia longissima,Odontella aurita,Odontella longicruris,Odontella mobiliensis,Paralia sulcata ,Planktoniella sol,Pleurosigma species,Proboscia alata,Proboscia indica,Psammodiscus nitidus,Pseudo-nitzschia australis,Pseudo-nitzschia delicatissima,Pseudosolenia calcar-avis,Rhabdonema adriaticum ,Rhabdonema arcuatum,Rhabdonema species,Rhizosolenia hebetata f. semispina,Rhizosolenia imbricata,Rhizosolenia setigera,Rhizosolenia sp. 1,Rhizosolenia sp. 2,Rhizosolenia species,Rhizosolenia styliformis,Skeletonema costatum,Stephanopyxis nipponica,Stephanopyxis palmeriana,Stephanopyxis species,Stephanopyxis turris,Striatella unipunctata,Surirella species,Thalassionema frauenfeldii,Thalassionema nitzschioides,Thalassiosira aestivalis,Thalassiosira anguste-lineata,Thalassiosira bioculata,Thalassiosira decipiens,Thalassiosira eccentrica,Thalassiosira gravida,Thalassiosira hyalina,Thalassiosira nordenskioeldii,Thalassiosira pacifica,Thalassiosira punctigera,Thalassiosira rotula,Thalassiosira sp. 1,Thalassiosira species,Thalassiosira subtilis,Thalassiothrix longissima,Thalassiothrix sp. 1,Thalassiothrix sp. 2,Thalassiothrix species,Triceratium species,Tropidoneis species
1935 ,11 ,25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935 ,12 ,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,100 ,,,,,,,,,,300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935 ,12 ,9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 ,,,,,,,,100 ,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935 ,12 ,16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,200 ,,,,,,100 ,,,,1000 ,,,,,,,,,,,,,,,,,,,,,300 ,,,,,,,,,,,,,,,,,,,,
1935 ,12 ,23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 ,,300 ,,,,,,,,,,1700 ,,,,,,,,,,,,,,,,,,,,,1800 ,,,,,,,,,,,,,,,,,,,,
1935 ,12 ,30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,
1936 ,1 ,7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39 ,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,400 ,,,
1936 ,1 ,14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,100 ,,,,200 ,,,,,,,,100 ,,,,,,,,,,,,,300 ,,,,,,,,,,,,,,,,,100 ,,,
1936 ,1 ,21 ,,,,,,3480 ,,,,,,,,,,,,7080 ,,,,,,,,,880 ,,,,138360 ,,7000 ,,,1240 ,,14200 ,,97200 ,2240 ,,,5880 ,,,,,,2880 ,1720 ,,,,,120140 ,,,44760 ,,53640 ,,,,,,,,,,,,,640 ,,,3600 ,,,1120 ,,,,,,,,,,320 ,,1120 ,,,,240 ,,,,,,,,,,60 ,,,,,,,260 ,,820 ,,40 ,,,,120 ,40 ,,,29260 ,,,,,,,,2560 ,,,,1720 ,11400 ,,,,,,,,10620 ,,,,,,,,,,,2080 ,,,,,,80 ,,,
1936 ,1 ,28 ,,,,,,433 ,,,,,,,,,,,,11999 ,,,,,,,,,,,,,33849 ,,7383 ,,,533 ,,4383 ,,110099 ,533 ,,,5399 ,,,,,,3533 ,2549 ,,,,,139066 ,,,37166 ,,109816 ,,,,,,,,,,,,,532 ,,,2583 ,,,2833 ,,,166 ,,,,,,,,,732 ,,,,93 ,,,,,,,2933 ,,,,,,,,,,99 ,,1116 ,,133 ,,,,100 ,233 ,,,24082 ,,,,,,,,2233 ,,,,1749 ,25266 ,,,,,,,,4716 ,,,,,,,,,,,1383 ,,,,,,150 ,,,
1936 ,2 ,4 ,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 ,,,800 ,,1100 ,,,,,,,,,,,,,,,,,,,1500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,100 ,,,,,,,,1200 ,,,,,,,,,,,,,,,,,,,,,500 ,,,,,,,,,,,100 ,,,,,,,,,
1936 ,2 ,11 ,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,
1936 ,2 ,18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,
1936 ,2 ,25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,3 ,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,3 ,10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,3 ,17 ,,,,,,,,,,,,,,,,,,300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 ,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,3 ,24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,500 ,,,,,,,,,,,,,,100 ,,,,,,,100 ,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,3 ,31 ,,,,,,1942 ,,,,,,,,,,,,256 ,,,,,,,,,,,,,1885 ,,,,,1828 ,,37400 ,,9899 ,1213 ,,,10256 ,,,,,,9657 ,28 ,,,,,34486 ,,,179885 ,,67129 ,,49771 ,,,,,,,,,,,1128 ,,,1042 ,,,1942 ,,,7714 ,,,,,,,99 ,,1028 ,,,,,,,,,,,,,,128 ,,,,,,,642 ,,643 ,,85 ,,,,142 ,228 ,,,91956 ,,,,,,,,142 ,,,,4728 ,22942 ,,,,,,,,457 ,,,,,,,,,,,342 ,,,,,,628 ,,,
1936 ,4 ,7 ,,,,,,960 ,,,,,,,,,,,,400 ,,,,,,,,,,,,,126220 ,,,,,4960 ,,7800 ,,15120 ,1520 ,,,3092 ,,,,,,5360 ,,,,,,42260 ,,,141280 ,,111960 ,,50200 ,,,,,,,,,,,1400 ,,,2040 ,,,640 ,,,4680 ,,,,,,,,,1760 ,,,,1400 ,,,,,,,,,,,,160 ,,,,,400 ,,80 ,,,,,,,800 ,,,113180 ,,,,,,,,,,,,5960 ,7120 ,,,,,,,,640 ,,,,,,,,,,,,,,,,,1360 ,,,
1936 ,4 ,14 ,,,,,,,,,,,,,,,,,,1066 ,,,,,,,,,1466 ,,,,302466 ,,,,,31866 ,,2266 ,,47999 ,5066 ,,,21199 ,,,,,,5733 ,2266 ,,,,,186866 ,,,206533 ,,208133 ,,42533 ,,,,,,,,,,,2533 ,,,2266 ,,,399 ,,,29483 ,,,,,,,,,266 ,,,,2666 ,,,,,,,1466 ,,,266 ,,,,,,,933 ,,800 ,,133 ,,,,,400 ,,,132900 ,,,,,,,,266 ,,,,1999 ,8800 ,,,,,,,,5066 ,,,,,,,,,,,533 ,,,,,,3200 ,,,
1936 ,4 ,21 ,,,,,,160 ,,,,,,,,,,,,,,,,,,,,,4880 ,,,,45560 ,,120 ,,,27380 ,,560 ,,24040 ,960 ,,,6120 ,,,,,,2040 ,520 ,,,,,54200 ,,,64420 ,,51060 ,,1040 ,,,,,,,,,,,1900 ,,,800 ,,,400 ,,,14740 ,,,,,,,,,240 ,,,,1440 ,,,,,,,,,,580 ,,40 ,,,,,780 ,,640 ,,240 ,,,,80 ,400 ,,,5440 ,,,,,,,,,,,,960 ,920 ,,,,,,,,1680 ,,,,,,,,,,,200 ,,,,,,1220 ,,,
1936 ,4 ,28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,600 ,,,,,,,,,,,,,,,,,,,,,,,,,300 ,,,,,200 ,,,,,,,,,,,,300 ,,,,,,,,,,,,,,,,,,,,,300 ,,,,,,,,,,,,,,,,,,,,
1936 ,5 ,5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,5 ,12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,5 ,19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,5 ,26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,6 ,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,100 ,,,,,,,100 ,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,6 ,9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,22100 ,,,,31100 ,,,,,11281 ,,65500 ,,4020 ,,,,4320 ,,,,,,3920 ,16960 ,,,,,156840 ,,,478540 ,,94780 ,,14880 ,,,,,,,,,,,380 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 ,,,,,160 ,,940 ,40 ,80 ,,,,,60 ,,,43380 ,,,,,,,,,,,,,7280 ,,,,,,,,1480 ,,,,,,,,,,,,,,,,,480 ,,,
1936 ,6 ,16 ,,,,,,200 ,,,,,,,,,,,,1200 ,,,,,,,,,25000 ,,,,149000 ,,,,,28200 ,,149875 ,,8200 ,400 ,,,13000 ,,,,,,15800 ,6000 ,,,,,309500 ,,,267400 ,,185800 ,,52400 ,,,,,,,,,,,1400 ,,,200 ,,,800 ,,,2400 ,,,,,,,,,1800 ,,,,600 ,,,,,,,3400 ,,,,,,,,,,2400 ,,3400 ,,200 ,,,,,600 ,,,155600 ,,,,,,,,,,,,2600 ,18800 ,,,,,,,,3800 ,,,,,,,,,,,,,,,,,1000 ,,,
1936 ,6 ,23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,2200 ,,,,3000 ,,,,,1000 ,,1300 ,,,,,,500 ,,,,,,,,,,,,3000 ,,,700 ,,2300 ,,,,,,,,,,,,,500 ,,,,,,,,,400 ,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,200 ,,,100 ,,,,,200 ,,,,300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,6 ,30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,200 ,,,,,,,,,300 ,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,
1936 ,7 ,7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,500 ,,,,,,1800 ,,,1100 ,,200 ,,,,,,,,,,,,,300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 ,,800 ,,,,,,300 ,,,,1400 ,,,,,,,,,,,,100 ,300 ,,,,,,,,400 ,,,,,,,,,,,,,,,,,,,,
1936 ,7 ,14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,,,,,,,,,,,500 ,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 ,,1000 ,,,,,,100 ,,,,700 ,,,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,,,,,,,,,,,,,
1936 ,7 ,21 ,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,1700 ,,,,5100 ,,,,,1500 ,,4500 ,,,,,,2200 ,,,,,,1000 ,,,,,,7800 ,,,,,2100 ,,,,,,,,,,,,,600 ,,,,,,,,,800 ,,,,,,,,,400 ,,,,,,,,,,,800 ,,,,,,,,,,,,300 ,,,,,,,,,,6700 ,,,,,,,,,,,,,3600 ,,,,,,,,1900 ,,,,,,,,,,,,,,,,,,,,
1936 ,7 ,28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,5200 ,,,,14900 ,,,,,1500 ,,,,1400 ,,,,2200 ,,,,,,1100 ,,,,,,4300 ,,,7300 ,,13500 ,,,,,,,,,,,,,100 ,,,300 ,,,,,,1000 ,,,,,,,,,,,,,,,,,,,,7500 ,,,,,,,,,,200 ,,200 ,,,,,,100 ,,,,12800 ,,,,,,,,,,,,,1000 ,,,,,,,,900 ,,,,,,,,,,,,,,,,,,,,
1936 ,8 ,4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,25400 ,,,,29600 ,,,,,,,,,800 ,,,,,,,,,,1000 ,,,,,,,,,21000 ,,6400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 ,,,,,,,,,,,,400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,8 ,11 ,,,,,,,,,,,,,,,,,,800 ,,,,,,,,,24000 ,,,,51200 ,,,,,200 ,,,,2800 ,,,,,,,,,,600 ,,,,,,1600 ,,,29600 ,,40400 ,,,,,,,,,,,,,,,,800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 ,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,8 ,18 ,,,,,,,,,,,,,,,,,,5800 ,,,,,,,,,28400 ,,,,19800 ,,,,,,,,,,,,,,,,,,,,,,,,,3000 ,,,3400 ,,4000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,8 ,25 ,,,,,,,,,,,,,,,,,,2600 ,,,,,,,,,5300 ,,,,5000 ,,,,,,,,,1900 ,,,,,,,,,,,,,,,,1000 ,,,5100 ,,1300 ,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,400 ,,,,,,,,200 ,,,,,,,,,,,,,,,,,100 ,,,
1936 ,9 ,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,
1936 ,9 ,8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,9 ,15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,9 ,22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,9 ,29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,10 ,6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,10 ,13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,10 ,20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 ,,,,,,,,,100 ,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,10 ,27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 ,,,,,,,,,100 ,,,,,,,,,,500 ,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,
1936 ,11 ,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,100 ,,,,,,,,200 ,,,,100 ,,,,,,,,,,,,,600 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,11 ,10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,11 ,17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,11 ,24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,12 ,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,12 ,8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 ,12 ,15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,
1936 ,12 ,22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,100 ,,,,200 ,,,,,,,,,,,,200 ,,,,,,,,,500 ,,,,,,,,,,,,,,,,,,,,
1936 ,12 ,29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
